feature,estimate,p,q
Gene_0765,-0.3806979079460494,3.2564798406460534e-14,5.5272642274048996e-14
Gene_0766,-0.4236194990290563,3.899737224311059e-15,7.0583479173050835e-15
Gene_0767,-0.4031428415200695,1.0254674470963895e-14,1.8123136031158576e-14
Gene_0768,-0.46026652909409854,2.5869823729338994e-33,1.2126479873127654e-32
Gene_0769,-0.41200027781947773,3.184773419970064e-20,8.201133270309178e-20
Gene_0770,-0.4018594347471697,3.689580557234923e-18,8.291192263449265e-18
Gene_0771,-0.3508824787143688,1.5984811162516532e-5,1.7437975813654397e-5
Gene_0772,-0.3929343299876719,6.700809916833383e-15,1.1983564679880865e-14
Gene_0773,-0.4472651007772782,5.8659893989911325e-22,1.7252909997032745e-21
Gene_0774,-0.46083577947816023,1.834809156421649e-21,5.0383775462379375e-21
Gene_0775,-0.41631441409665765,2.8043629265413154e-11,4.039898573648954e-11
Gene_0776,-0.4320603688547558,1.1964179575779222e-19,2.9848265053919058e-19
Gene_0777,-0.4374007345489136,1.1020805785402689e-9,1.4501060243950907e-9
Gene_0778,-0.44918173465131805,8.420469294760893e-10,1.1152939463259462e-9
Gene_0779,-0.498433256230888,0,0
Gene_0780,-0.43100885460153215,1.5412780396906214e-15,2.885387905817076e-15
Gene_0781,-0.4216247552477149,5.216087572302658e-23,1.6215816286951269e-22
Gene_0782,-0.4292020267724113,1.6869011632635444e-15,3.148182575297439e-15
Gene_0783,-0.36532253455611113,2.791771975124727e-21,7.528373865504882e-21
Gene_0784,-0.46368960378270146,3.083894609260397e-16,6.076639624158417e-16
Gene_0785,-0.4622229616249985,3.90504806270574e-16,7.644466028135217e-16
Gene_0786,-0.4848313688362521,3.0849948785406457e-7,3.658096693921714e-7
Gene_0787,-0.5834881574579325,0,0
Gene_0788,-0.4480442768543319,7.213782898234784e-14,1.2039693293298667e-13
Gene_0789,-0.4286203406424261,2.0298215163838786e-25,7.101416383850304e-25
Gene_0790,-0.37119849214511963,6.679271612136746e-10,8.866289750624e-10
Gene_0791,-0.4167922251118199,3.0851872335849145e-5,3.329338741278684e-5
Gene_0792,-0.3778018081845085,0,0
Gene_0793,-0.3569602417186018,0.020705554993914518,0.02072282401392612
Gene_0794,-0.4301775996832105,6.212107763862261e-6,6.953851974472679e-6
Gene_0795,-0.4255172621693191,6.715388804578796e-22,1.946489508573564e-21
Gene_0796,-0.45328756838834217,8.878092520505463e-10,1.173316192137286e-9
Gene_0797,-0.5452526989937859,0,0
Gene_0798,-0.39668529477395104,1.1783430037163972e-14,2.064250517459382e-14
Gene_0799,-0.3002372495814501,3.884073617907882e-8,4.717498321345605e-8
Gene_0800,-0.31753937048036407,1.158002446623827e-7,1.395183670631117e-7
Gene_0801,-0.5045264885867445,3.624153955033347e-11,5.1650650190499014e-11
Gene_0802,-0.3004646193184126,0.017499816459466837,0.017558344273712546
Gene_0803,-0.4938006862249365,5.3713448432103305e-31,2.3784552811263457e-30
Gene_0804,-0.41936000860518835,3.5508394025361937e-10,4.771564706655579e-10
Gene_0805,-0.41453055151850343,4.627195986304166e-24,1.521269913305479e-23
Gene_0806,-0.4607409753840429,5.960580562006917e-14,9.975867049383962e-14
Gene_0807,-0.4386116974774389,3.184761107467298e-11,4.5550814409544196e-11
Gene_0808,-0.4158448956959999,0,0
Gene_0809,-0.4496298249622312,9.329159768443077e-14,1.5398888201006455e-13
Gene_0810,-0.3892344370807774,0,0
Gene_0811,-0.3034926328781721,1.7433285838693448e-8,2.1611511370281136e-8
Gene_0812,-0.37991463574045403,4.804229364973842e-9,6.146135648154168e-9
Gene_0813,-0.36152847428091145,0,0
Gene_0814,-0.4561817566501251,1.3836484284793862e-11,2.0223850355362525e-11
Gene_0815,-0.34728995997933365,4.378057899589612e-5,4.7033746459333346e-5
Gene_0816,-0.41658116685804425,6.606953177268895e-22,1.9196958384316404e-21
Gene_0817,-0.3867861828229252,7.068757917263458e-5,7.493382951162677e-5
Gene_0818,-0.39654693553366127,1.4982722090119104e-13,2.449491349883232e-13
Gene_0819,-0.4218568515037895,3.187082245372742e-14,5.4171369609734995e-14
Gene_0820,-0.42621261846010006,1.7807105262465932e-22,5.382500331223959e-22
Gene_0821,-0.3905820359269407,0,0
Gene_0822,-0.4290806654225751,2.335013511519422e-13,3.7712196686720136e-13
Gene_0823,-0.4026019833141714,2.9011206520211346e-15,5.331309008308364e-15
Gene_0824,-0.4203906386194114,0.005764473285164151,0.005832519344179579
Gene_0825,-0.27200659718079334,0,0
Gene_0826,-0.46803951381192976,1.030342913635826e-8,1.2987515718098647e-8
Gene_0827,-0.42300408764846403,1.2445068782186754e-12,1.91462596649027e-12
Gene_0828,-0.44798726877064693,6.592035047597001e-13,1.0313483777205216e-12
Gene_0829,-0.36428408392836376,1.0321817367794012e-21,2.949090676512575e-21
Gene_0830,-0.3955127849197713,1.995171646277307e-10,2.723783817443423e-10
Gene_0831,-0.39434100669166533,0,0
Gene_0832,-0.4229844712377303,1.3498656167888327e-20,3.5367658081803476e-20
Gene_0833,-0.3099456126762261,0.011067505146232674,0.011132444405263377
Gene_0834,-0.42612056432783113,3.2502577995719386e-18,7.33140857046302e-18
Gene_0835,-0.36974899270107675,1.2338776908590153e-12,1.900710178473451e-12
Gene_0836,-0.4886784261131899,0,0
Gene_0837,-0.44872003704113617,5.6607201074194636e-11,7.982214017512756e-11
Gene_0838,-0.27697915354318303,0,0
Gene_0839,-0.3557622043831804,7.551401196355934e-18,1.662693841399472e-17
Gene_0840,-0.43991742022264874,3.7786967076956342e-19,9.087046190851226e-19
Gene_0841,-0.38502298073544966,3.079739135474963e-6,3.4832110863053305e-6
Gene_0842,-0.46151380484861393,8.485081144634319e-6,9.427867938482576e-6
Gene_0843,-0.33991071601107425,6.733484171450638e-6,7.5024893275216026e-6
Gene_0844,-0.41145168768209595,3.217977614611453e-19,7.801157853603523e-19
Gene_0845,-0.4185742609176845,3.191687162004756e-16,6.268452691335036e-16
Gene_0846,-0.49528165920679135,2.8728235989591207e-29,1.1970098328996337e-28
Gene_0847,-0.4507048847003271,2.6922406053061987e-8,3.299988484542838e-8
Gene_0848,-0.3934696742678777,1.5767039703109471e-21,4.379733250863742e-21
Gene_0849,-0.27475716814192225,7.92389917056384e-9,1.0051457721645463e-8
Gene_0850,-0.3876080634330307,0,0
Gene_0851,-0.3529338476940064,3.031463096736934e-11,4.3565936719572704e-11
Gene_0852,-0.425021732637118,2.1112014495189931e-19,5.180862452807345e-19
Gene_0853,-0.3744341516222541,0.001445324307577075,0.001483651983825911
Gene_0854,-0.3879861097619338,4.332801590686673e-24,1.4283961287978042e-23
Gene_0855,-0.38094789765814424,1.088985594015195e-20,2.865751563197882e-20
Gene_0856,-0.29267037271307456,1.4337429146482232e-12,2.1973071488861658e-12
Gene_0857,-0.41953989222039206,1.6056580579125852e-21,4.4498606685799126e-21
Gene_0858,-0.36389446163818273,1.8223983171545905e-9,2.371885011481029e-9
Gene_0859,-0.33937153559636235,9.557071341458867e-15,1.6940155996677462e-14
Gene_0860,-0.4101114021849166,7.608775365223253e-13,1.1827111966668269e-12
Gene_0861,-0.3185954656493353,0.002532819317967028,0.00257574845894952
Gene_0862,-0.31451529069169604,0,0
Gene_0863,-0.4044948053937323,2.7345000910068148e-17,5.787301779908603e-17
Gene_0864,-0.49164455810381186,3.3130500643695193e-13,5.293821674092441e-13
Gene_0865,-0.3674998797484063,0,0
Gene_0866,-0.3996256752449746,3.381034262733303e-7,3.9933475544094127e-7
Gene_0867,-0.37002173450930836,0.00226096390802256,0.0023051458705412677
Gene_0868,-0.36472792514132496,2.7976533325274514e-19,6.809703851993797e-19
Gene_0869,-0.34153710273614746,4.7554145175072625e-8,5.7641388090997124e-8
Gene_0870,-0.4896116279287658,1.34876390193873e-22,4.1500427751960927e-22
Gene_0871,-0.2975493959463681,1.8389781485996295e-8,2.2773723202472192e-8
Gene_0872,-0.4461808038457892,6.887395174203482e-7,8.016366837094256e-7
Gene_0873,-0.4877912450515505,5.347307418527777e-10,7.129743224703702e-10
Gene_0874,-0.3785734436552207,1.1388957455763865e-27,4.451709754695973e-27
Gene_0875,-0.2764144956746707,0,0
Gene_0876,-0.33304803039373115,3.449671865566378e-11,4.928102665094825e-11
Gene_0877,-0.45979910778760963,5.60116716395903e-4,5.818397847093627e-4
Gene_0878,-0.4242039001983216,2.847919033831056e-14,4.861312717777052e-14
Gene_0879,-0.43099574075274566,2.0694844256099366e-13,3.3513917823642695e-13
Gene_0880,-0.3164140939868491,1.0404839805068359e-5,1.146538821495136e-5
Gene_0881,-0.2915437770195577,1.4888846292284709e-8,1.8533833558860634e-8
Gene_0882,-0.4060325465436264,1.980318291533526e-9,2.5690615673948447e-9
Gene_0883,-0.47858763467299753,2.466239432196504e-10,3.340279140672466e-10
Gene_0884,-0.425370132455608,5.2860930873165275e-11,7.480320406579991e-11
Gene_0885,-0.39777656933613337,3.648224908385398e-21,9.793892371504425e-21
Gene_0886,-0.51726720603355,3.670997279381466e-19,8.84577657682281e-19
Gene_0887,-0.4336322699707265,2.720269139849736e-31,1.2135029620147523e-30
Gene_0888,-0.3649225065670904,6.452486774495292e-6,7.209482429603678e-6
Gene_0889,-0.4084320006054868,1.835710196144772e-20,4.7784213348670855e-20
Gene_0890,-0.4367619383989293,1.2120164213287318e-18,2.8241159331931612e-18
Gene_0891,-0.2600505737038894,0.010213855433789255,0.010299686151720257
Gene_0892,-0.3765991055547628,1.0609831929407567e-11,1.5621838423667584e-11
Gene_0893,-0.350797031243891,1.1501884473114733e-21,3.2552503225796413e-21
Gene_0894,-0.38773769050669354,4.2934162841533595e-13,6.80594391147164e-13
Gene_0895,-0.4314460209948403,7.579378993425309e-14,1.259730580624705e-13
Gene_0896,-0.2890670784768546,0,0
Gene_0897,-0.4449292096119604,4.011071723176729e-24,1.3296370353072028e-23
Gene_0898,-0.4024535344728615,1.0339824388409815e-18,2.4233963410335505e-18
Gene_0899,-0.44436679685007646,1.0424361632656357e-8,1.3126163650774006e-8
Gene_0900,-0.37876891061605006,1.3686381404559832e-11,2.0028850835941217e-11
Gene_0901,-0.4575848483862507,5.1765490540974224e-18,1.1546206068618787e-17
Gene_0902,-0.4419803418405998,2.3176552727497254e-28,9.301626512707928e-28
Gene_0903,-0.40662493850224474,2.3474736952157512e-4,2.4645393125624686e-4
Gene_0904,-0.4427977512569504,6.230313597599526e-5,6.622122512949008e-5
Gene_0905,-0.3228571226334041,6.253828033879782e-12,9.299372541085177e-12
Gene_0906,-0.31262294290051085,0,0
Gene_0907,-0.3980728641816923,3.4949856237790547e-7,4.115782873930192e-7
Gene_0908,-0.3953343176290994,1.2076672533485026e-23,3.885256579137274e-23
Gene_0909,-0.3887252170101242,6.229499759826143e-5,6.622122512949008e-5
Gene_0910,-0.4415656554207938,1.4627900919117708e-22,4.477928852791135e-22
Gene_0911,-0.39813344278022134,2.113779840631914e-21,5.7517818792705145e-21
Gene_0912,-0.3963110198948675,7.998177581049778e-20,2.0121201461760447e-19
Gene_0913,-0.36204738097582184,2.9200740960769357e-13,4.672118553723097e-13
Gene_0914,-0.440855958334363,9.05749624928653e-26,3.225221216363156e-25
Gene_0915,-0.4553043793457538,8.479414453548134e-25,2.9239360184648735e-24
Gene_0916,-0.42979779535817336,1.646040721628874e-7,1.9732755903642847e-7
Gene_0917,-0.38416628277798326,2.8618498615457977e-16,5.648387884629863e-16
Gene_0918,-0.45160343025127914,4.100644903433881e-16,8.00125834816367e-16
Gene_0919,-0.3420882097299532,1.3264468491606507e-17,2.8731700703840814e-17
Gene_0920,-0.45746827510315496,2.0117045776076836e-20,5.2139211514669985e-20
Gene_0921,-0.33813162334802416,5.113709834145911e-9,6.535092439803081e-9
Gene_0922,-0.4389836521884202,0,0
Gene_0923,-0.34951462204617606,1.6523611538984616e-13,2.6904116481386075e-13
Gene_0924,-0.4466706566974609,1.5542595905118847e-7,1.866978487101363e-7
Gene_0925,-0.3594432196007391,0,0
Gene_0926,-0.4918690567388778,1.429614147803386e-26,5.262383366147433e-26
Gene_0927,-0.4371617237786667,6.318419005026715e-5,6.709825492063769e-5
Gene_0928,-0.37517765575345086,1.9974794761627184e-23,6.341204686230852e-23
Gene_0929,-0.38735940067503455,3.917050054480327e-37,2.0260603730070657e-36
Gene_0930,-0.38760250271556174,2.009259396417814e-12,3.0559078272514277e-12
Gene_0931,-0.35422936197465094,0.0010461310727982545,0.00108034189961954
Gene_0932,-0.44568952703593545,7.072583263951353e-35,3.5216182227143667e-34
Gene_0933,-0.3444790665866565,3.459524305931081e-11,4.93630103105505e-11
Gene_0934,-0.369907677774481,8.312280344814693e-7,9.64674701525883e-7
Gene_0935,-0.3947684157266967,2.6031797478390005e-36,1.3349639732507697e-35
Gene_0936,-0.3582247795434297,3.929078707732218e-10,5.250439253094278e-10
Gene_0937,-0.3420319752295795,1.2517329958582268e-8,1.5662978050363632e-8
Gene_0938,-0.439076907312231,3.955212240199817e-23,1.2424750492774295e-22
Gene_0939,-0.5434581492536104,1.2926151333918914e-19,3.2114661699177426e-19
Gene_0940,-0.41847390510967947,3.280618237633259e-26,1.1893480015588854e-25
Gene_0941,-0.4197846004029546,1.2568689581573329e-30,5.464647644162317e-30
Gene_0942,-0.4252068224065805,7.637573940678728e-42,4.091557468220747e-41
Gene_0943,-0.43193318385030033,5.0500377706485486e-24,1.655750088737229e-23
Gene_0944,-0.4574958058803906,6.263053935942285e-24,2.042300196502919e-23
Gene_0945,-0.43698876696044553,3.7136636595017266e-22,1.1030684137133841e-21
Gene_0946,-0.4759902918045787,3.727801009660265e-7,4.3813528027348847e-7
Gene_0947,-0.4601139702628978,1.6396600190614345e-24,5.542512740489356e-24
Gene_0948,-0.43552127633792426,3.516478481289956e-8,4.284034698018221e-8
Gene_0949,-0.4170646367947942,0,0
Gene_0950,-0.32256703736656017,0,0
Gene_0951,-0.39678043385090833,6.178612687113433e-24,2.0202548295738746e-23
Gene_0952,-0.38188060158066184,6.610714329467764e-23,2.0445508235467311e-22
Gene_0953,-0.41767703774196846,1.6251397230315537e-15,3.0376443421150534e-15
Gene_0954,-0.35702131946149207,5.591430936346098e-5,5.974814891910345e-5
Gene_0955,-0.42356935160615555,2.6452929871563543e-8,3.249080434583035e-8
Gene_0956,-0.3375243809005886,1.087914576308148e-11,1.599874376923747e-11
Gene_0957,-0.3577494721298968,7.628710975848054e-12,1.1273957107164612e-11
Gene_0958,-0.4305153536275143,9.254905942028933e-6,1.0235840673211724e-5
Gene_0959,-0.4219424669564741,2.3711661958159586e-10,3.2187776413791293e-10
Gene_0960,-0.4396093242036968,1.9151793042117523e-24,6.437577493148747e-24
Gene_0961,-0.41161331921875544,8.9788955971464675e-25,3.0784784904502174e-24
Gene_0962,-0.4311999300945657,3.616538461460847e-14,6.112459371483121e-14
Gene_0963,-0.40830990938812345,6.014278938459836e-11,8.441093246961174e-11
Gene_0964,-0.42965430556127054,1.95494973791368e-34,9.614506907772197e-34
Gene_0965,-0.40716166356665456,5.7221642599021045e-18,1.2715920577560233e-17
Gene_0966,-0.3447575085534405,0.004960098555956419,0.0050228846136267545
Gene_0967,-0.40184056653606137,1.4488848638072806e-20,3.779699644714645e-20
Gene_0968,-0.4814898606907253,5.997500270150767e-10,7.978936057850244e-10
Gene_0969,-0.4049806572327205,2.4016621592310162e-6,2.7343402192383484e-6
Gene_0970,-0.4646838656655582,2.0016493509997595e-27,7.723405855947625e-27
Gene_0971,-0.3557660374787146,3.47984986454304e-7,4.106017539283823e-7
Gene_0972,-0.5034542306671714,0,0
Gene_0973,-0.3881078238328219,3.3238398637485443e-6,3.7522180964235684e-6
Gene_0974,-0.35187559428962584,0,0
Gene_0975,-0.5338376743869488,0,0
Gene_0976,-0.4114489575049835,3.4459673522149356e-15,6.284438940209609e-15
Gene_0977,-0.40340287419562065,2.446863499468793e-13,3.946554031401279e-13
Gene_0978,-0.4048799602456673,5.0263426945791675e-14,8.459482795925667e-14
Gene_0979,-0.5335329469302681,1.0226359083417884e-5,1.1279072518475608e-5
Gene_0980,-0.4414100912983917,1.8053914500886e-33,8.529408425615433e-33
Gene_0981,-0.3755571458963064,1.9472785871673425e-7,2.3181887942468364e-7
Gene_0982,-0.4178410147612514,7.75055785976607e-31,3.4068386196773935e-30
Gene_0983,-0.4162341186724243,5.695010693639659e-15,1.0226129808883696e-14
Gene_0984,-0.47186648192955244,8.402065331523855e-11,1.1696610670334834e-10
Gene_0985,-0.45140296388134626,0,0
Gene_0986,-0.4206802627345583,1.3673017452587373e-21,3.833556295117955e-21
Gene_0987,-0.33524107976568474,1.2957635828016926e-5,1.4213128878994798e-5
Gene_0988,-0.37567131690131156,1.6377643501457009e-18,3.779456192643925e-18
Gene_0989,-0.48242702006040356,6.448866485698133e-22,1.878310626902369e-21
Gene_0990,-0.5097060941369516,8.808854740045353e-15,1.566018620452507e-14
Gene_0991,-0.3558533109755647,3.900396081547324e-17,8.097708127779911e-17
Gene_0992,-0.38731698464692915,4.594256781100946e-17,9.472694394022568e-17
Gene_0993,-0.45056034147369395,2.95683861371367e-42,1.5982911425479296e-41
Gene_0994,-0.45787898592790544,1.0489077550359935e-32,4.822564390970085e-32
Gene_0995,-0.4882797424857579,1.4543238755356792e-6,1.673239358238557e-6
Gene_0996,-0.3177066937850868,0,0
Gene_0997,-0.36861722356442606,9.680477116847511e-5,1.0243891128939164e-4
Gene_0998,-0.34479233516277635,2.279654316322312e-9,2.9478288573133344e-9
Gene_0999,-0.44829262212825216,3.3816844512559887e-8,4.132404624752736e-8
Gene_1000,-0.46882046923643383,1.5934677810848703e-27,6.1882243925626034e-27
Gene_1001,-0.43234629098810834,3.0227462640017055e-17,6.352531553068383e-17
Gene_1002,-0.31994307389736293,1.856140048964516e-17,3.97744296206682e-17
Gene_1003,-0.35612469269435415,2.4037201825742214e-7,2.8559051674149166e-7
Gene_1004,-0.48502078102739915,2.202626747355067e-21,5.9799821195160196e-21
Gene_1005,-0.3442299315000365,2.514086397794543e-10,3.397414051073707e-10
Gene_1006,-0.3857967809258897,2.8998175657806665e-6,3.282812338619622e-6
Gene_1007,-0.44833892489802757,1.4200077049194808e-8,1.769480006130194e-8
Gene_1008,-0.3954571382723074,6.251123592367795e-6,6.991004949525959e-6
Gene_1009,-0.39632133270642395,4.018722854858636e-6,4.519650820834455e-6
Gene_1010,-0.2870966240541612,2.4040106423970328e-6,2.7344196880345398e-6
Gene_1011,-0.45646982222734567,5.241785552621788e-34,2.516057065258458e-33
Gene_1012,-0.3385773994534019,3.2875361914012183e-7,3.8867422952526725e-7
Gene_1013,-0.45573093308851864,2.295769217630609e-6,2.616261216673059e-6
Gene_1014,-0.31156157325203415,0,0
Gene_1015,-0.4909677829832246,5.563464229292732e-20,1.423487649285987e-19
Gene_1016,-0.4346350178857592,2.0846100694740114e-15,3.866355615716868e-15
Gene_1017,-0.3808657841311735,4.860872136191246e-15,8.7714985916233e-15
Gene_1018,-0.4508158896472134,1.0560010560729174e-20,2.7850577303022e-20
Gene_1019,-0.2706393667415947,0,0
Gene_1020,-0.45810921050871545,0,0
Gene_1021,-0.45593477301735297,9.467054989096947e-13,1.4677604634258834e-12
Gene_1022,-0.34899742730655864,0.01760313779645914,0.01764725593629989
Gene_1023,-0.3852752230232553,2.012653732592444e-21,5.5015591779292324e-21
Gene_1024,-0.42623036479660725,3.722705664460114e-4,3.884562432480119e-4
Gene_1025,-0.45920735224551484,0,0
Gene_1026,-0.3828943357458145,1.1617892442618512e-21,3.280346101445227e-21
Gene_1027,-0.28819845254630755,0,0
Gene_1028,-0.4193700857900574,1.4005849340583042e-16,2.8199696658892033e-16
Gene_1029,-0.4128509209930404,6.330695489692985e-22,1.848378245165835e-21
Gene_1030,-0.40018337164832285,1.9348636778205734e-20,5.0256199423910995e-20
Gene_1031,-0.19146351822516056,0,0
Gene_1032,-0.36482390733928355,3.51353909067503e-5,3.784781785287286e-5
Gene_1033,-0.4743010366771635,1.304252177011547e-31,5.839935120947225e-31
Gene_1034,-0.3856567995391947,0,0
Gene_1035,-0.4113565881248709,1.8210610342196575e-16,3.642122068439315e-16
Gene_1036,-0.41538980477555054,2.1870761220306394e-29,9.144569151347621e-29
Gene_1037,-0.4178699028751948,8.581994236765169e-11,1.193324806966188e-10
Gene_1038,-0.47234525839275593,0,0
Gene_1039,-0.43494395868197266,1.3987348090152083e-11,2.0419486262995742e-11
Gene_1040,-0.5092018351537584,0,0
Gene_1041,-0.3991969141578667,2.9568077447683577e-15,5.4005620909011095e-15
Gene_1042,-0.45044448143720417,0,0
Gene_1043,-0.3364661909204256,1.9374388064319378e-5,2.1040059436364933e-5
Gene_1044,-0.40738622406310643,1.1125344472005661e-5,1.224808565725394e-5
Gene_1045,-0.45697766794997274,2.1268932833033266e-18,4.877632059972567e-18
Gene_1046,-0.40750907592856156,7.64869000267279e-16,1.4709019235909212e-15
Gene_1047,-0.46546040859771176,0,0
Gene_1048,-0.4246674929916364,2.430580937224018e-23,7.695770777490294e-23
Gene_1049,-0.3900497009703997,4.956645619201771e-12,7.397978536122046e-12
Gene_1050,-0.36427154122096855,1.6161611294924504e-5,1.76148351988278e-5
Gene_1051,-0.43532197715491916,9.579086055233158e-16,1.8130762249652666e-15
Gene_1052,-0.46796818373688315,2.1298993328546877e-18,4.877632059972567e-18
Gene_1053,-0.448954988961701,1.5196756190126473e-14,2.642914120021995e-14
Gene_1054,-0.4336965304283531,2.5577526655409303e-18,5.82410474126967e-18
Gene_1055,-0.4627782232526543,1.0875231907266927e-21,3.0924830068057613e-21
Gene_1056,-0.4596541230908938,4.179871248015973e-31,1.857720554673766e-30
Gene_1057,-0.43772032228507296,9.533561718560398e-37,4.909988867928102e-36
Gene_1058,-0.5553849839310163,0,0
Gene_1059,-0.433212232654115,2.037864654978681e-21,5.5578126953964016e-21
Gene_1060,-0.39475247278589914,1.8967447276415335e-23,6.037383748461114e-23
Gene_1061,-0.3705224792426841,2.8511789130052023e-12,4.298259667847039e-12
Gene_1062,-0.4003389099057778,1.549230337784212e-8,1.9265040469855486e-8
Gene_1063,-0.3620222354549195,9.58459462196223e-22,2.751558264678152e-21
Gene_1064,-0.4533202756139906,7.147510828173866e-28,2.8029454228132807e-27
Gene_1065,-0.4389180558457111,2.4338646817675795e-34,1.187251064276868e-33
Gene_1066,-0.555497646464525,1.4107749306138086e-21,3.946223582136527e-21
Gene_1067,-0.5425842176467082,0,0
Gene_1068,-0.37711565061160546,8.828895663156913e-6,9.782709876074143e-6
Gene_1069,-0.43472422801761357,2.0014112531158223e-21,5.4833185016871844e-21
Gene_1070,-0.4514877502057965,0,0
Gene_1071,-0.32819428687212515,1.626263265694533e-11,2.36547384101023e-11
Gene_1072,-0.3132046905986816,2.1950743541261825e-9,2.841520199516094e-9
Gene_1073,-0.2795780165976658,3.808568548756984e-8,4.630478478731896e-8
Gene_1074,-0.49340622864386985,1.3908199442497375e-17,3.001769663848354e-17
Gene_1075,-0.46066522087171946,0,0
Gene_1076,-0.401813591371339,6.437974385523091e-26,2.3199907695578706e-25
Gene_1077,-0.43580056488699803,7.36750890453928e-14,1.2279181507565467e-13
Gene_1078,-0.39721364651693486,1.1026702806561953e-33,5.2300566671440095e-33
Gene_1079,-0.356630477987337,3.1543570251650227e-16,6.205292508521356e-16
Gene_1080,-0.4384418035351229,2.55393135183895e-13,4.108200565960778e-13
Gene_1081,-0.4232786821904973,4.512768618885564e-27,1.713709602108442e-26
Gene_1082,-0.42330789920704653,3.941675096611626e-6,4.437157707255113e-6
Gene_1083,-0.5878223452402805,0,0
Gene_1084,-0.48642147360786725,4.322142136590401e-21,1.1551382102246061e-20
Gene_1085,-0.46749403858935235,5.9944679150212165e-22,1.7587680924267627e-21
Gene_1086,-0.43450999976694343,1.4144047896433646e-21,3.947176157144274e-21
Gene_1087,-0.4297292955518577,0,0
Gene_1088,-0.31030631024940747,1.538102898023382e-13,2.5077764641685576e-13
Gene_1089,-0.4892521132894378,2.29038914647439e-16,4.542920621106228e-16
Gene_1090,-0.4281394511419667,5.021695315616986e-16,9.75086469051842e-16
Gene_1091,-0.4495210426703016,2.733097030138442e-7,3.2440320832503763e-7
Gene_1092,-0.4961966965828769,2.0717507276371132e-16,4.1228870201733597e-16
Gene_1093,-0.347339682210178,7.409005983598217e-14,1.2331216616252232e-13
Gene_1094,-0.5898746406202444,0,0
Gene_1095,-0.4545842508846064,1.5939460042732994e-16,3.198553854729029e-16
Gene_1096,-0.5074851016441642,6.0014595920461874e-5,6.4015568981826e-5
Gene_1097,-0.44048118392927377,2.4065365550046526e-18,5.490197463888941e-18
Gene_1098,-0.5013257761908166,0,0
Gene_1099,-0.3927126231824763,0,0
Gene_1100,-0.3515661913410185,2.5785372469431687e-13,4.1422285091456525e-13
Gene_1101,-0.3682414214098812,7.764372913656277e-15,1.3864951631529067e-14
Gene_1102,-0.45548592465651266,2.7468784820232155e-6,3.115552153523496e-6
Gene_1103,-0.40698468847155245,3.757311840142241e-33,1.74758690239174e-32
Gene_1104,-0.4532153456272994,9.561473960333388e-9,1.2090378032033791e-8
Gene_1105,-0.45298885406036815,3.363659149900502e-17,7.032040034635196e-17
Gene_1106,-0.3846318595885772,1.1896357956631316e-14,2.0809955609267608e-14
Gene_1107,-0.3511227126973864,0.001825562731658666,0.0018691768583535826
Gene_1108,-0.35555010735786247,2.0959292789817853e-5,2.2699595079225114e-5
Gene_1109,-0.2944954303960094,3.7859090324535727e-10,5.076079149658421e-10
Gene_1110,-0.42228798354761005,8.494567330301514e-6,9.42967696240686e-6
Gene_1111,-0.5082557760433054,0,0
Gene_1112,-0.3612010778822569,0.003736212638384094,0.0037899029298908813
Gene_1113,-0.4432582237150375,1.0364718367716928e-14,1.8290679472441637e-14
Gene_1114,-0.380468018246017,1.4160855569372358e-15,2.659315599882133e-15
Gene_1115,-0.48147744036858175,1.3181594938606925e-45,7.222791747181877e-45
Gene_1116,-0.3356010443422567,7.856745686462066e-8,9.504127846526694e-8
Gene_1117,-0.47239581688166254,6.435137963116788e-26,2.3199907695578706e-25
Gene_1118,-0.2696328723949675,0.00217335780177673,0.0022177120426293165
Gene_1119,-0.46421545502335937,2.264286301597917e-8,2.789675114905031e-8
Gene_1120,-0.4090074605793756,0,0
Gene_1121,-0.40598037058412834,0,0
Gene_1122,-0.37793429353830615,2.5590098296649994e-8,3.1495505595876916e-8
Gene_1123,-0.4027130053661081,3.4891430233658164e-8,4.255052467519288e-8
Gene_1124,-0.24773334226377744,5.348817851110201e-4,5.571685261573126e-4
Gene_1125,-0.4121137562817395,5.604675317543337e-4,5.818397847093627e-4
Gene_1126,-0.39805571587921923,2.9218053797433883e-23,9.226753830768595e-23
Gene_1127,-0.42715879668617024,1.6099146560599913e-17,3.45598852821465e-17
Gene_1128,-0.3975314512223591,6.507688059820429e-11,9.091065974137969e-11
Gene_1129,-0.4448952865944194,5.552905029858473e-5,5.938935860811201e-5
Gene_1130,-0.5981917873195094,0,0
Gene_1131,-0.45846770453961894,1.635499159425414e-12,2.4969452815655178e-12
Gene_1132,-0.5201239786577462,0,0
Gene_1133,-0.4614691217113652,5.534847853671763e-9,7.0507615970340925e-9
Gene_1134,-0.41386512679018783,3.212478216348639e-8,3.9296369618943596e-8
Gene_1135,-0.5341697244361988,9.401391409893223e-18,2.0512126712494304e-17
Gene_1136,-0.40240817284236324,2.0289511557764874e-15,3.76894951537428e-15
Gene_1137,-0.4418202589416977,3.321146431058669e-12,4.987954589825285e-12
Gene_1138,-0.3966963060342319,3.883533068779066e-24,1.2909251198157559e-23
Gene_1139,-0.3365051638493134,1.6861574038961335e-6,1.930714584613893e-6
Gene_1140,-0.41288853915485163,5.436191130961929e-42,2.9253046444638187e-41
Gene_1141,-0.37223684333528506,5.976182228407958e-11,8.39744575420322e-11
